MICE_ID_RAR_INDIVIDUAL,ID_MICE,RACK,LOCATION,COHORT,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,DAILY_FOOD_INTAKE_G,DAILY_FOOD_INTAKE_KCAL,BODY_WEIGHT_G,DATE,AIM,COMMENTS,FAT,LEAN,FREE_WATER,TOTAL_WATER,TIME_DATE_DURA,NEW_FOOD_END_SESSION_G,RESEARCH_DIET_FORMULA,LOT_FOOD,COMMENT_TWO
B00002447863,7863,6A,H7,2,7/9/24,M,HFD,12.3,4.3,11.48,7.92,1.78,8.4194,NA,10/4/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.34,D12451i,24072303i,
B00002447880,7880,6A,I7,2,7/9/24,F,LFD,12.3,4.3,12.19,6.67,2.76,10.5432,NA,10/4/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.53,D12450Ki,24080209i,
B00002447881,7881,6A,J7,2,7/9/24,F,LFD,12.3,4.3,10.3,4.68,2.81,10.7342,NA,10/4/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.01,D12450Ki,24080209i,
B00002447882,7882,6A,K7,2,7/9/24,F,LFD,12.3,4.3,8.53,3.03,2.75,10.505,NA,10/4/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.84,D12450Ki,24080209i,
B00002447883,7883,6A,L7,2,7/9/24,F,LFD,12.3,4.3,10.63,5.03,2.8,10.696,NA,10/4/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.33,D12450Ki,24080209i,
B00002447868,7868,6A,M7,2,7/9/24,M,LFD,12.3,4.3,9.2,3.4,2.9,11.078,NA,10/4/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.78,D12450Ki,24080209i,
B00002447869,7869,6A,N7,2,7/9/24,M,LFD,12.3,4.3,11.92,5.64,3.14,11.9948,NA,10/4/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.57,D12450Ki,24080209i,
B00002447870,7870,6A,H8,2,7/9/24,M,LFD,12.3,4.3,10.85,5.33,2.76,10.5432,NA,10/4/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.3,D12450Ki,24080209i,
B00002447871,7871,6A,I8,2,7/9/24,M,LFD,12.3,4.3,8.73,2.47,3.13,11.9566,NA,10/4/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.93,D12450Ki,24080209i,
B00002447876,7876,6A,L4,2,7/9/24,F,HFD,12.5,4.5,11.08,3.31,2.59,12.2507,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.37,D12451i,24072303i,
B00002447872,7872,6A,M4,2,7/9/24,F,HFD,12.5,4.5,10.45,4.48,1.99,9.4127,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.05,D12451i,24072303i,
B00002447877,7877,6A,N4,2,7/9/24,F,HFD,12.5,4.5,11.82,4.15,2.556666667,12.09303333,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.62,D12451i,24072303i,
B00002447878,7878,6A,H5,2,7/9/24,F,HFD,12.5,4.5,10.65,3,2.55,12.0615,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.99,D12451i,24072303i,
B00002447873,7873,6A,J5,2,7/9/24,F,HFD,12.5,4.5,14.19,7.3,2.296666667,10.86323333,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.84,D12451i,24072303i,
B00002447874,7874,6A,K5,2,7/9/24,F,HFD,12.5,4.5,10.43,3.41,2.34,11.0682,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.96,D12451i,24072303i,
B00002447875,7875,6A,L5,2,7/9/24,F,HFD,12.5,4.5,11.02,2.89,2.71,12.8183,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.26,D12451i,24072303i,
B00002447879,7879,6A,M5,2,7/9/24,F,HFD,12.5,4.5,13.57,6.31,2.42,11.4466,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.04,D12451i,24072303i,
B00002447864,7864,6A,H6,2,7/9/24,M,HFD,12.5,4.5,10.01,1.95,2.686666667,12.70793333,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.09,D12451i,24072303i,
B00002447865,7865,6A,I6,2,7/9/24,M,HFD,12.5,4.5,13.42,3.86,3.186666667,15.07293333,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.92,D12451i,24072303i,
B00002447860,7860,6A,J6,2,7/9/24,M,HFD,12.5,4.5,12.9,4.57,2.776666667,13.13363333,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.25,D12451i,24072303i,
B00002447861,7861,6A,K6,2,7/9/24,M,HFD,12.5,4.5,11.08,3.94,2.38,11.2574,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.34,D12451i,24072303i,
B00002447866,7866,6A,L6,2,7/9/24,M,HFD,12.5,4.5,12.02,5.03,2.33,11.0209,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.74,D12451i,24072303i,
B00002447862,7862,6A,M6,2,7/9/24,M,HFD,12.5,4.5,10.7,0.68,3.34,15.7982,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.3,D12451i,24072303i,
B00002447867,7867,6A,N6,2,7/9/24,M,HFD,12.5,4.5,10.97,3.39,2.526666667,11.95113333,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.22,D12451i,24072303i,
B00002447863,7863,6A,H7,2,7/9/24,M,HFD,12.5,4.5,13.34,6.22,2.373333333,11.22586667,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.45,D12451i,24072303i,
B00002447880,7880,6A,I7,2,7/9/24,F,LFD,12.5,4.5,14.53,6.49,2.68,10.2376,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13,D12450Ki,24080209i,
B00002447881,7881,6A,J7,2,7/9/24,F,LFD,12.5,4.5,15.01,6.78,2.743333333,10.47953333,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.53,D12450Ki,24080209i,
B00002447882,7882,6A,K7,2,7/9/24,F,LFD,12.5,4.5,14.84,6.88,2.653333333,10.13573333,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.89,D12450Ki,24080209i,
B00002447883,7883,6A,L7,2,7/9/24,F,LFD,12.5,4.5,14.33,5.99,2.78,10.6196,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.28,D12450Ki,24080209i,
B00002447868,7868,6A,M7,2,7/9/24,M,LFD,12.5,4.5,11.78,3.88,2.633333333,10.05933333,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.01,D12450Ki,24080209i,
B00002447869,7869,6A,N7,2,7/9/24,M,LFD,12.5,4.5,15.57,7.11,2.82,10.7724,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.78,D12450Ki,24080209i,
B00002447870,7870,6A,H8,2,7/9/24,M,LFD,12.5,4.5,13.3,4.94,2.786666667,10.64506667,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.37,D12450Ki,24080209i,
B00002447871,7871,6A,I8,2,7/9/24,M,LFD,12.5,4.5,13.93,4.64,3.096666667,11.82926667,NA,10/7/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.64,D12450Ki,24080209i,
B00002447876,7876,6A,L4,2,7/9/24,F,HFD,13,5,14.37,9.97,2.2,10.406,18.83,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447872,7872,6A,M4,2,7/9/24,F,HFD,13,5,14.05,9.88,2.085,9.86205,18.75,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447877,7877,6A,N4,2,7/9/24,F,HFD,13,5,16.62,11.16,2.73,12.9129,20.86,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447878,7878,6A,H5,2,7/9/24,F,HFD,13,5,13.99,8.91,2.54,12.0142,20.2,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447873,7873,6A,J5,2,7/9/24,F,HFD,13,5,14.84,9.6,2.62,12.3926,19.88,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447874,7874,6A,K5,2,7/9/24,F,HFD,13,5,12.96,8.13,2.415,11.42295,20.17,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447875,7875,6A,L5,2,7/9/24,F,HFD,13,5,14.26,9.58,2.34,11.0682,19.43,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447879,7879,6A,M5,2,7/9/24,F,HFD,13,5,14.04,9.11,2.465,11.65945,20.4,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447864,7864,6A,H6,2,7/9/24,M,HFD,13,5,14.09,7.56,3.265,15.44345,28.52,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447865,7865,6A,I6,2,7/9/24,M,HFD,13,5,16.92,9.75,3.585,16.95705,32.03,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447860,7860,6A,J6,2,7/9/24,M,HFD,13,5,14.25,8.11,3.07,14.5211,30.24,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447861,7861,6A,K6,2,7/9/24,M,HFD,13,5,15.34,8.64,3.35,15.8455,29.32,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447866,7866,6A,L6,2,7/9/24,M,HFD,13,5,13.74,8.6,2.57,12.1561,24.52,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447862,7862,6A,M6,2,7/9/24,M,HFD,13,5,17.3,11.72,2.79,13.1967,27.55,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447867,7867,6A,N6,2,7/9/24,M,HFD,13,5,14.22,9.38,2.42,11.4466,25.8,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447863,7863,6A,H7,2,7/9/24,M,HFD,13,5,16.45,10.99,2.73,12.9129,29.33,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12451i,24072303i,
B00002447880,7880,6A,I7,2,7/9/24,F,LFD,13,5,13,8.33,2.335,8.9197,18.39,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,
B00002447881,7881,6A,J7,2,7/9/24,F,LFD,13,5,15.53,9.93,2.8,10.696,19.45,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,
B00002447882,7882,6A,K7,2,7/9/24,F,LFD,13,5,14.89,9.5,2.695,10.2949,17.74,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,
B00002447883,7883,6A,L7,2,7/9/24,F,LFD,13,5,15.28,10.37,2.455,9.3781,17.97,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,
B00002447868,7868,6A,M7,2,7/9/24,M,LFD,13,5,14.01,9.65,2.18,8.3276,23.23,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,
B00002447869,7869,6A,N7,2,7/9/24,M,LFD,13,5,16.78,10.9,2.94,11.2308,23.88,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,
B00002447870,7870,6A,H8,2,7/9/24,M,LFD,13,5,14.37,10.31,2.03,7.7546,21.64,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,
B00002447871,7871,6A,I8,2,7/9/24,M,LFD,13,5,16.64,9.96,3.34,12.7588,27.92,10/9/24,2B_EEGAP,,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,
B00002447876,7876,6A,L4,2,7/9/24,F,HFD,13.3,5.3,9.97,4.8,2.585,12.22705,10.41,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.41,D12451i,24072303i,
B00002447872,7872,6A,M4,2,7/9/24,F,HFD,13.3,5.3,9.88,5.67,2.105,9.95665,10.58,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.58,D12451i,24072303i,
B00002447877,7877,6A,N4,2,7/9/24,F,HFD,13.3,5.3,11.16,6.85,2.155,10.19315,10.46,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.46,D12451i,24072303i,
B00002447878,7878,6A,H5,2,7/9/24,F,HFD,13.3,5.3,8.91,5.18,1.865,8.82145,11.16,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.16,D12451i,24072303i,
B00002447873,7873,6A,J5,2,7/9/24,F,HFD,13.3,5.3,9.6,3.82,2.89,13.6697,14.74,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.74,D12451i,24072303i,
B00002447874,7874,6A,K5,2,7/9/24,F,HFD,13.3,5.3,8.13,4.32,1.905,9.01065,13.66,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.66,D12451i,24072303i,
B00002447875,7875,6A,L5,2,7/9/24,F,HFD,13.3,5.3,9.58,5.21,2.185,10.33505,10.51,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.51,D12451i,24072303i,
B00002447879,7879,6A,M5,2,7/9/24,F,HFD,13.3,5.3,9.11,4.32,2.395,11.32835,13.54,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.54,D12451i,24072303i,
B00002447864,7864,6A,H6,2,7/9/24,M,HFD,13.3,5.3,7.56,2.49,2.535,11.99055,13.65,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.65,D12451i,24072303i,
B00002447865,7865,6A,I6,2,7/9/24,M,HFD,13.3,5.3,9.75,4.31,2.72,12.8656,12.81,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.81,D12451i,24072303i,
B00002447860,7860,6A,J6,2,7/9/24,M,HFD,13.3,5.3,8.11,3.27,2.42,11.4466,13.14,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.14,D12451i,24072303i,
B00002447861,7861,6A,K6,2,7/9/24,M,HFD,13.3,5.3,8.64,5.08,1.78,8.4194,10.2,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.2,D12451i,24072303i,
B00002447866,7866,6A,L6,2,7/9/24,M,HFD,13.3,5.3,8.6,3.17,2.715,12.84195,14.23,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.23,D12451i,24072303i,
B00002447862,7862,6A,M6,2,7/9/24,M,HFD,13.3,5.3,11.72,6.6,2.56,12.1088,13.11,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.11,D12451i,24072303i,
B00002447867,7867,6A,N6,2,7/9/24,M,HFD,13.3,5.3,9.38,5.32,2.03,9.6019,10.98,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.98,D12451i,24072303i,
B00002447863,7863,6A,H7,2,7/9/24,M,HFD,13.3,5.3,10.99,7.08,1.955,9.24715,13.57,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.57,D12451i,24072303i,
B00002447880,7880,6A,I7,2,7/9/24,F,LFD,13.3,5.3,8.33,2.84,2.745,10.4859,15.64,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.64,D12450Ki,24080209i,
B00002447881,7881,6A,J7,2,7/9/24,F,LFD,13.3,5.3,9.93,4.27,2.83,10.8106,14.15,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.15,D12450Ki,24080209i,
B00002447882,7882,6A,K7,2,7/9/24,F,LFD,13.3,5.3,9.5,3.92,2.79,10.6578,13.97,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.97,D12450Ki,24080209i,
B00002447883,7883,6A,L7,2,7/9/24,F,LFD,13.3,5.3,10.37,5.66,2.355,8.9961,13.45,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.45,D12450Ki,24080209i,
B00002447868,7868,6A,M7,2,7/9/24,M,LFD,13.3,5.3,9.65,3.88,2.885,11.0207,14.63,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.63,D12450Ki,24080209i,
B00002447869,7869,6A,N7,2,7/9/24,M,LFD,13.3,5.3,10.9,5.31,2.795,10.6769,13.91,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.91,D12450Ki,24080209i,
B00002447870,7870,6A,H8,2,7/9/24,M,LFD,13.3,5.3,10.31,4.43,2.94,11.2308,15.47,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.47,D12450Ki,24080209i,
B00002447871,7871,6A,I8,2,7/9/24,M,LFD,13.3,5.3,9.96,3.54,3.21,12.2622,15.96,10/11/24,2B_EEGAP,CAGE_AND_FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.96,D12450Ki,24080209i,
B00002447876,7876,6A,L4,2,7/9/24,F,HFD,13.5,5.5,10.41,,3.47,16.4131,NA,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447872,7872,6A,M4,2,7/9/24,F,HFD,13.3,5.3,10.58,,3.526666667,16.68113333,NA,10/11/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447877,7877,6A,N4,2,7/9/24,F,HFD,13.3,5.3,10.46,,3.486666667,16.49193333,NA,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447878,7878,6A,H5,2,7/9/24,F,HFD,13.3,5.3,11.16,,3.72,17.5956,NA,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447873,7873,6A,J5,2,7/9/24,F,HFD,13.3,5.3,14.74,,4.913333333,23.24006667,NA,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447874,7874,6A,K5,2,7/9/24,F,HFD,13.3,5.3,13.66,,4.553333333,21.53726667,NA,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447875,7875,6A,L5,2,7/9/24,F,HFD,13.3,5.3,10.51,,3.503333333,16.57076667,NA,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447879,7879,6A,M5,2,7/9/24,F,HFD,13.3,5.3,13.54,,4.513333333,21.34806667,NA,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447864,7864,6A,H6,2,7/9/24,M,HFD,13.3,5.3,13.65,,4.55,21.5215,NA,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447865,7865,6A,I6,2,7/9/24,M,HFD,13.3,5.3,12.81,,4.27,20.1971,NA,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447860,7860,6A,J6,2,7/9/24,M,HFD,13.3,5.3,13.14,,4.38,20.7174,NA,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447861,7861,6A,K6,2,7/9/24,M,HFD,13.3,5.3,10.2,,3.4,16.082,NA,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447866,7866,6A,L6,2,7/9/24,M,HFD,13.3,5.3,14.23,,4.743333333,22.43596667,NA,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447862,7862,6A,M6,2,7/9/24,M,HFD,13.3,5.3,13.11,,4.37,20.6701,NA,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447867,7867,6A,N6,2,7/9/24,M,HFD,13.3,5.3,10.98,,3.66,17.3118,NA,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447863,7863,6A,H7,2,7/9/24,M,HFD,13.3,5.3,13.57,,4.523333333,21.39536667,NA,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12451i,24072303i,
B00002447880,7880,6A,I7,2,7/9/24,F,LFD,13.3,5.3,15.64,,5.213333333,19.91493333,,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12450Ki,24080209i,
B00002447881,7881,6A,J7,2,7/9/24,F,LFD,13.3,5.3,14.15,,4.716666667,18.01766667,,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12450Ki,24080209i,
B00002447882,7882,6A,K7,2,7/9/24,F,LFD,13.3,5.3,13.97,,4.656666667,17.78846667,,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12450Ki,24080209i,
B00002447883,7883,6A,L7,2,7/9/24,F,LFD,13.3,5.3,13.45,,4.483333333,17.12633333,,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12450Ki,24080209i,
B00002447868,7868,6A,M7,2,7/9/24,M,LFD,13.3,5.3,14.63,,4.876666667,18.62886667,,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12450Ki,24080209i,
B00002447869,7869,6A,N7,2,7/9/24,M,LFD,13.3,5.3,13.91,,4.636666667,17.71206667,,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12450Ki,24080209i,
B00002447870,7870,6A,H8,2,7/9/24,M,LFD,13.3,5.3,15.47,,5.156666667,19.69846667,,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12450Ki,24080209i,
B00002447871,7871,6A,I8,2,7/9/24,M,LFD,13.3,5.3,15.96,,5.32,20.3224,,10/14/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,,D12450Ki,24080209i,